EXP,Year,Loc,Range,Row,Plot,REP,Nitro,Weed,HYB,Code,STC,PDT,HDT,FDT,FDS,RTA,SDI,PHT,EHT,GWT,MST,TWT,YIELD
REPLICATED TRIAL,2019,UIUC2019,4,9,4009,1,N1,WMINUS,PHP38*Q381,UIUC6,62,10-Jun,10/19/2019,1.92,1.95,90.99,111.09,248,129,8.00136288,23.3,59.6,142.9612518
REPLICATED TRIAL,2019,UIUC2019,4,13,4013,1,N1,WMINUS,PHHB9*PHW30,UIUC3,69,10-Jun,10/19/2019,1.85,1.93,100.77,114.34,297,146,10.1831404,26,56.5,175.5385322
REPLICATED TRIAL,2019,UIUC2019,4,17,4017,1,N1,WMINUS,59R5,CHECK,67,10-Jun,10/19/2019,1.87,1.93,100.71,108.67,297,140,7.99682696,25.4,61.4,138.9682336
REPLICATED TRIAL,2019,UIUC2019,4,21,4021,1,N1,WMINUS,PHHB9*PHZ51,UIUC4,65,10-Jun,10/19/2019,1.85,1.91,90.69,109.34,280,140,8.77246928,26.5,57.4,150.199403
REPLICATED TRIAL,2019,UIUC2019,4,25,4025,1,N1,WMINUS,PHHB9*PHM49,UIUC1,62,10-Jun,10/19/2019,1.85,1.91,85.65,110.83,245,121,8.85411584,37,56.5,129.9405679
REPLICATED TRIAL,2019,UIUC2019,4,29,4029,1,N1,WMINUS,17.2B24,ORG4,66,10-Jun,10/19/2019,1.93,1.95,68.55,106.75,243,130,9.80665904,31.5,51.4,156.4842594
REPLICATED TRIAL,2019,UIUC2019,4,33,4033,1,N1,WMINUS,PHW52*LH185,UIUC7,60,10-Jun,10/19/2019,1.95,1.97,82.14,98.88,265,114,6.84016736,32.3,57.9,107.8734101
REPLICATED TRIAL,2019,UIUC2019,4,37,4037,1,N1,WMINUS,PHW52*Q381,UIUC8,66,10-Jun,10/19/2019,1.92,1.95,92.86,115,254,132,8.49577816,24.7,60.5,149.0243208
REPLICATED TRIAL,2019,UIUC2019,4,41,4041,1,N1,WMINUS,17.461,ORG1,63,10-Jun,10/19/2019,1.9,1.92,82.94,110.5,256,129,7.10325072,23.9,53.9,125.9217678
REPLICATED TRIAL,2019,UIUC2019,5,5,5005,1,N3,WMINUS,PHHB9*PHM49,UIUC1,62,10-Jun,10/19/2019,1.86,1.93,96.77,115.5,235,112,9.84748232,37.8,60,142.6837799
REPLICATED TRIAL,2019,UIUC2019,5,9,5009,1,N3,WMINUS,PHW52*LH185,UIUC7,59,10-Jun,10/19/2019,1.82,1.91,105.5,108.42,267,140,7.33911856,35.1,57.4,110.9551875
REPLICATED TRIAL,2019,UIUC2019,5,13,5013,1,N3,WMINUS,17.461,ORG1,65,10-Jun,10/19/2019,1.91,1.95,96.24,115.5,255,143,8.845044,27,52.6,150.4117863
REPLICATED TRIAL,2019,UIUC2019,5,17,5017,1,N3,WMINUS,59R5,CHECK,66,10-Jun,10/19/2019,1.88,1.93,98.83,113.5,293,134,10.75466632,26.4,62.5,184.3884722
REPLICATED TRIAL,2019,UIUC2019,5,21,5021,1,N3,WMINUS,17.2B24,ORG4,64,10-Jun,10/19/2019,1.9,1.93,82.67,112,243,128,9.99263176,32,51.2,158.2879328
REPLICATED TRIAL,2019,UIUC2019,5,25,5025,1,N3,WMINUS,PHHB9*PHZ51,UIUC4,67,10-Jun,10/19/2019,1.82,1.9,109.71,111.67,291,128,12.70511192,27,58.2,216.0530326
REPLICATED TRIAL,2019,UIUC2019,5,29,5029,1,N3,WMINUS,PHW52*Q381,UIUC8,67,10-Jun,10/19/2019,1.9,1.93,80.52,131.09,258,116,10.1151016,26.1,60.6,174.1300397
REPLICATED TRIAL,2019,UIUC2019,5,33,5033,1,N3,WMINUS,PHHB9*PHW30,UIUC3,65,10-Jun,10/19/2019,1.86,1.93,104.92,111.92,293,148,11.96575696,28.5,58.5,199.299051
REPLICATED TRIAL,2019,UIUC2019,5,37,5037,1,N3,WMINUS,PHP38*Q381,UIUC6,60,10-Jun,10/19/2019,1.86,1.93,77.69,105.34,259,134,9.0491604,24.1,61.9,159.995981
REPLICATED TRIAL,2019,UIUC2019,5,41,5041,1,N3,WMINUS,PHHB9*PHR63,UIUC2,60,10-Jun,10/19/2019,1.88,1.92,92.31,115.58,267,134,10.15138896,36.6,57.9,149.9248896
REPLICATED TRIAL,2019,UIUC2019,7,5,7005,2,N2,WMINUS,PHHB9*PHZ51,UIUC4,64,10-Jun,10/19/2019,1.82,1.91,89.58,108.67,268,141,9.65697368,25.8,57.5,166.9183044
REPLICATED TRIAL,2019,UIUC2019,7,9,7009,2,N2,WMINUS,PHW52*Q381,UIUC8,62,10-Jun,10/19/2019,1.91,1.94,101.48,120.25,235,99,7.93332408,26.5,57.4,135.8318283
REPLICATED TRIAL,2019,UIUC2019,7,13,7013,2,N2,WMINUS,PHHB9*PHM49,UIUC1,60,10-Jun,10/19/2019,1.86,1.93,92.92,100.92,231,118,9.89284152,36.4,54.2,146.5673308
REPLICATED TRIAL,2019,UIUC2019,7,17,7017,2,N2,WMINUS,PHHB9*PHR63,UIUC2,61,10-Jun,10/19/2019,1.87,1.93,97.67,118.42,246,136,8.5955684,35.5,53.6,129.1496777
REPLICATED TRIAL,2019,UIUC2019,7,21,7021,2,N2,WMINUS,59R5,CHECK,64,10-Jun,10/19/2019,1.87,1.94,99.75,106.83,271,123,7.66116888,27.6,58.6,129.2089548
REPLICATED TRIAL,2019,UIUC2019,7,25,7025,2,N2,WMINUS,17.461,ORG1,62,10-Jun,10/19/2019,1.93,1.95,95.79,106.5,248,125,7.70199216,26.8,52.9,131.3327882
REPLICATED TRIAL,2019,UIUC2019,7,29,7029,2,N2,WMINUS,PHW52*LH185,UIUC7,67,10-Jun,10/19/2019,1.9,1.93,100.77,106.75,277,145,5.8740164,32.8,60.7,91.95247836
REPLICATED TRIAL,2019,UIUC2019,7,33,7033,2,N2,WMINUS,PHP38*Q381,UIUC6,63,10-Jun,10/19/2019,1.9,1.94,97.78,100.17,250,124,8.3234132,24.3,59.5,146.7764386
REPLICATED TRIAL,2019,UIUC2019,7,37,7037,2,N2,WMINUS,PHHB9*PHW30,UIUC3,69,10-Jun,10/19/2019,1.88,1.93,90.95,108.5,283,140,11.48041352,27,58.8,195.2267852
REPLICATED TRIAL,2019,UIUC2019,7,41,7041,2,N2,WMINUS,17.2B24,ORG4,66,10-Jun,10/19/2019,1.94,1.95,107.64,111.84,248,135,10.27839472,30.9,50.9,165.4483158
REPLICATED TRIAL,2019,UIUC2019,9,5,9005,2,N3,WMINUS,PHHB9*PHR63,UIUC2,63,10-Jun,10/19/2019,1.92,1.95,104.13,97.33,243,139,9.08091184,36.9,56.9,133.4805016
REPLICATED TRIAL,2019,UIUC2019,9,9,9009,2,N3,WMINUS,PHP38*Q381,UIUC6,58,10-Jun,10/19/2019,1.86,1.92,96.06,109.42,241,128,9.12173512,24.4,59.2,160.6416898
REPLICATED TRIAL,2019,UIUC2019,9,13,9013,2,N3,WMINUS,PHHB9*PHW30,UIUC3,63,10-Jun,10/19/2019,1.81,1.92,103.77,117.09,276,135,11.23547384,28.3,57.5,187.6590701
REPLICATED TRIAL,2019,UIUC2019,9,17,9017,2,N3,WMINUS,PHHB9*PHM49,UIUC1,69,10-Jun,10/19/2019,1.91,1.94,89.37,92.17,240,116,9.72047656,38.4,51.1,139.4849274
REPLICATED TRIAL,2019,UIUC2019,9,21,9021,2,N3,WMINUS,PHHB9*PHZ51,UIUC4,65,10-Jun,10/19/2019,1.88,1.94,102.02,98,284,146,11.30351264,30.5,58.2,183.0025917
REPLICATED TRIAL,2019,UIUC2019,9,25,9025,2,N3,WMINUS,59R5,CHECK,63,10-Jun,10/19/2019,1.86,1.93,103.82,104.17,276,121,10.79095368,26.4,62.3,185.0106181
REPLICATED TRIAL,2019,UIUC2019,9,29,9029,2,N3,WMINUS,17.2B24,ORG4,60,10-Jun,10/19/2019,1.9,1.93,80.38,109.5,230,122,10.06520648,32.6,49.2,158.0307482
REPLICATED TRIAL,2019,UIUC2019,9,33,9033,2,N3,WMINUS,17.461,ORG1,56,10-Jun,10/19/2019,1.93,1.94,87.18,99.58,243,135,7.91064448,26.4,53.9,135.6277923
REPLICATED TRIAL,2019,UIUC2019,9,37,9037,2,N3,WMINUS,PHW52*Q381,UIUC8,61,10-Jun,10/19/2019,1.88,1.93,104.29,116.09,243,115,9.8202668,26.4,58.9,168.368217
REPLICATED TRIAL,2019,UIUC2019,9,41,9041,2,N3,WMINUS,PHW52*LH185,UIUC7,51,10-Jun,10/19/2019,1.81,1.9,108.3,124.09,268,143,10.41447232,36.9,54.5,153.0825333
REPLICATED TRIAL,2019,UIUC2019,12,5,12005,2,N1,WMINUS,PHW52*LH185,UIUC7,62,10-Jun,10/19/2019,1.82,1.93,119.11,122.17,256,132,6.38657536,25.8,59,110.3903112
REPLICATED TRIAL,2019,UIUC2019,12,9,12009,2,N1,WMINUS,PHW52*Q381,UIUC8,63,10-Jun,10/19/2019,1.9,1.93,90.03,112,230,122,6.95810128,22.8,60.1,125.1316172
REPLICATED TRIAL,2019,UIUC2019,12,13,12013,2,N1,WMINUS,59R5,CHECK,67,10-Jun,10/19/2019,1.91,1.95,97.47,113.67,267,120,6.3956472,22,58.4,116.2085582
REPLICATED TRIAL,2019,UIUC2019,12,17,12017,2,N1,WMINUS,PHHB9*PHW30,UIUC3,69,10-Jun,10/19/2019,1.93,1.96,90.92,95,271,130,8.0285784,24.2,60.2,141.7642973
REPLICATED TRIAL,2019,UIUC2019,12,21,12021,2,N1,WMINUS,PHHB9*PHZ51,UIUC4,66,10-Jun,10/19/2019,1.88,1.93,98.9,94.17,284,143,8.53206552,29.1,57,140.9157149
REPLICATED TRIAL,2019,UIUC2019,12,25,12025,2,N1,WMINUS,PHHB9*PHR63,UIUC2,66,10-Jun,10/19/2019,1.92,1.95,93.51,101.25,251,130,11.08578848,32.4,57.4,174.5710786
REPLICATED TRIAL,2019,UIUC2019,12,29,12029,2,N1,WMINUS,PHP38*Q381,UIUC6,67,10-Jun,10/19/2019,1.86,1.92,96.02,114.5,246,122,7.19850504,23.8,60.3,127.7780616
REPLICATED TRIAL,2019,UIUC2019,12,33,12033,2,N1,WMINUS,17.2B24,ORG4,62,10-Jun,10/19/2019,1.93,1.94,78.97,108.75,233,118,9.1398788,30.1,49.3,148.8252511
REPLICATED TRIAL,2019,UIUC2019,12,37,12037,2,N1,WMINUS,17.461,ORG1,63,10-Jun,10/19/2019,1.92,1.95,91.65,91.34,253,131,7.8471416,25.4,53.7,136.3670131
REPLICATED TRIAL,2019,UIUC2019,12,41,12041,2,N1,WMINUS,PHHB9*PHM49,UIUC1,67,10-Jun,10/19/2019,1.87,1.93,104.85,104,262,119,10.27839472,30.1,58.2,167.3637811
REPLICATED TRIAL,2019,UIUC2019,13,5,13005,3,N3,WMINUS,PHP38*Q381,UIUC6,61,10-Jun,10/19/2019,1.89,1.93,93.21,120,260,121,8.2326948,22,61.1,149.5876122
REPLICATED TRIAL,2019,UIUC2019,13,9,13009,3,N3,WMINUS,17.2B24,ORG4,64,10-Jun,10/19/2019,1.9,1.94,103.23,105.17,247,135,8.80875664,28.8,48.8,146.1011441
REPLICATED TRIAL,2019,UIUC2019,13,13,13013,3,N3,WMINUS,PHW52*Q381,UIUC8,58,10-Jun,10/19/2019,1.84,1.91,87.09,137.84,254,114,8.4141316,24.2,59.1,148.5721873
REPLICATED TRIAL,2019,UIUC2019,13,17,13017,3,N3,WMINUS,59R5,CHECK,65,10-Jun,10/19/2019,1.88,1.94,110.74,110.09,283,147,9.87469784,25.2,62.5,172.0617852
REPLICATED TRIAL,2019,UIUC2019,13,21,13021,3,N3,WMINUS,PHHB9*PHR63,UIUC2,65,10-Jun,10/19/2019,1.91,1.95,97,107.25,248,132,10.07427832,35.1,58.1,152.3062246
REPLICATED TRIAL,2019,UIUC2019,13,25,13025,3,N3,WMINUS,PHHB9*PHW30,UIUC3,75,10-Jun,10/19/2019,1.9,1.94,102.17,113.84,287,132,13.04984184,29,60.2,215.8353661
REPLICATED TRIAL,2019,UIUC2019,13,29,13029,3,N3,WMINUS,PHHB9*PHZ51,UIUC4,71,10-Jun,10/19/2019,1.82,1.91,92.53,108.17,298,140,11.38969512,27.1,59.2,193.4187796
REPLICATED TRIAL,2019,UIUC2019,13,33,13033,3,N3,WMINUS,PHW52*LH185,UIUC7,60,10-Jun,10/19/2019,1.84,1.93,110.12,111.75,257,128,10.42808008,29,59.4,172.4732383
REPLICATED TRIAL,2019,UIUC2019,13,37,13037,3,N3,WMINUS,PHHB9*PHM49,UIUC1,68,10-Jun,10/19/2019,1.87,1.92,83.35,107.5,261,128,11.679994,35.9,58.7,174.4052928
REPLICATED TRIAL,2019,UIUC2019,13,41,13041,3,N3,WMINUS,17.461,ORG1,64,10-Jun,10/19/2019,1.87,1.93,86.92,110.25,255,133,9.2532768,25,55.4,161.6649337
REPLICATED TRIAL,2019,UIUC2019,15,5,15005,3,N1,WMINUS,PHW52*LH185,UIUC7,63,10-Jun,10/19/2019,1.87,1.92,91.02,108.84,267,128,7.14860992,28.2,55.3,119.5652717
REPLICATED TRIAL,2019,UIUC2019,15,9,15009,3,N1,WMINUS,PHW52*Q381,UIUC8,64,10-Jun,10/19/2019,1.89,1.94,111.98,115.58,241,114,6.75398488,25.2,57.7,117.6848866
REPLICATED TRIAL,2019,UIUC2019,15,13,15013,3,N1,WMINUS,17.461,ORG1,61,10-Jun,10/19/2019,1.93,1.95,93.94,103.17,260,136,5.8059776,23.9,53.1,102.9245612
REPLICATED TRIAL,2019,UIUC2019,15,17,15017,3,N1,WMINUS,PHHB9*PHW30,UIUC3,65,10-Jun,10/19/2019,1.87,1.94,94.74,97.84,286,145,8.12383272,24.2,59.1,143.4462466
REPLICATED TRIAL,2019,UIUC2019,15,21,15021,3,N1,WMINUS,PHHB9*PHM49,UIUC1,64,10-Jun,10/19/2019,1.92,1.96,99.64,93.17,236,112,7.1213944,35.6,55.5,106.8341053
REPLICATED TRIAL,2019,UIUC2019,15,25,15025,3,N1,WMINUS,PHHB9*PHZ51,UIUC4,64,10-Jun,10/19/2019,1.86,1.92,90.51,103.67,193,122,8.50485,26.2,54.8,146.211668
REPLICATED TRIAL,2019,UIUC2019,15,29,15029,3,N1,WMINUS,PHP38*Q381,UIUC6,60,10-Jun,10/19/2019,1.9,1.93,84.85,115.25,246,123,7.77003096,24.4,59.7,136.8370038
REPLICATED TRIAL,2019,UIUC2019,15,33,15033,3,N1,WMINUS,17.2B24,ORG4,67,10-Jun,10/19/2019,1.93,1.95,71.45,94.84,230,117,9.17163024,31.3,48.4,146.7784462
REPLICATED TRIAL,2019,UIUC2019,15,37,15037,3,N1,WMINUS,59R5,CHECK,64,10-Jun,10/19/2019,1.9,1.94,96.12,105.92,288,125,8.13290456,23.5,58.8,144.9326131
REPLICATED TRIAL,2019,UIUC2019,15,41,15041,3,N1,WMINUS,PHHB9*PHR63,UIUC2,59,10-Jun,10/19/2019,1.88,1.94,99.27,105.59,165,121,9.90644928,30.5,60.9,160.3842938
REPLICATED TRIAL,2019,UIUC2019,18,5,18005,3,N2,WMINUS,PHHB9*PHZ51,UIUC4,60,10-Jun,10/19/2019,1.81,1.88,80,108.59,290,131,8.87225952,28,55.4,148.8078166
REPLICATED TRIAL,2019,UIUC2019,18,9,18009,3,N2,WMINUS,PHHB9*PHW30,UIUC3,64,10-Jun,10/19/2019,1.84,1.92,97.74,109.17,280,122,9.28956416,25.5,60.5,161.2169211
REPLICATED TRIAL,2019,UIUC2019,18,13,18013,3,N2,WMINUS,17.461,ORG1,63,10-Jun,10/19/2019,1.96,1.98,101.66,80.59,235,136,7.6883844,24.8,53.1,134.6827393
REPLICATED TRIAL,2019,UIUC2019,18,17,18017,3,N2,WMINUS,59R5,CHECK,61,10-Jun,10/19/2019,1.89,1.94,103.89,95.92,263,124,9.37121072,25.5,60.4,162.6338667
REPLICATED TRIAL,2019,UIUC2019,18,21,18021,3,N2,WMINUS,17.2B24,ORG4,60,10-Jun,10/19/2019,1.94,1.96,98.72,80.42,215,107,7.9832192,32.7,48.7,125.1561311
REPLICATED TRIAL,2019,UIUC2019,18,25,18025,3,N2,WMINUS,PHW52*Q381,UIUC8,62,10-Jun,10/19/2019,1.9,1.94,79.37,95.42,230,100,8.65907128,27.9,57.8,145.43388
REPLICATED TRIAL,2019,UIUC2019,18,29,18029,3,N2,WMINUS,PHHB9*PHR63,UIUC2,65,10-Jun,10/19/2019,1.9,1.93,83.52,102.92,246,132,10.2511792,37.4,58.6,149.4882886
REPLICATED TRIAL,2019,UIUC2019,18,33,18033,3,N2,WMINUS,PHP38*Q381,UIUC6,54,10-Jun,10/19/2019,1.88,1.93,90.2,104.92,232,87,7.61580968,25.2,59.1,132.7017627
REPLICATED TRIAL,2019,UIUC2019,18,37,18037,3,N2,WMINUS,PHW52*LH185,UIUC7,59,10-Jun,10/19/2019,1.87,1.92,104.91,104.34,256,130,10.46436744,29.6,58.1,171.610814
REPLICATED TRIAL,2019,UIUC2019,18,41,18041,3,N2,WMINUS,PHHB9*PHM49,UIUC1,63,10-Jun,10/19/2019,1.89,1.94,88.16,100.25,252,120,10.17406856,37.4,58.5,148.3638192
REPLICATED TRIAL,2019,UIUC2019,19,5,19005,4,N3,WMINUS,59R5,CHECK,53,10-Jun,10/19/2019,1.87,1.93,104.91,109,274,112,10.31468208,26.5,61.9,176.6046755
REPLICATED TRIAL,2019,UIUC2019,19,9,19009,4,N3,WMINUS,PHHB9*PHW30,UIUC3,62,10-Jun,10/19/2019,1.86,1.94,108.6,107.83,285,125,10.5913732,25.2,58.3,184.5495032
REPLICATED TRIAL,2019,UIUC2019,19,13,19013,4,N3,WMINUS,17.2B24,ORG4,59,10-Jun,10/19/2019,1.92,1.95,90.51,102.25,221,108,8.07847352,29.5,49.9,132.6714373
REPLICATED TRIAL,2019,UIUC2019,19,17,19017,4,N3,WMINUS,PHHB9*PHR63,UIUC2,67,10-Jun,10/19/2019,1.9,1.94,98.73,99.42,240,119,9.752228,37.1,57.6,142.8938386
REPLICATED TRIAL,2019,UIUC2019,19,21,19021,4,N3,WMINUS,PHW52*LH185,UIUC7,64,10-Jun,10/19/2019,1.91,1.94,90.26,79.42,234,99,9.86109008,36.3,55.8,146.3266297
REPLICATED TRIAL,2019,UIUC2019,19,25,19025,4,N3,WMINUS,PHW52*Q381,UIUC8,61,10-Jun,10/19/2019,1.89,1.92,75.86,102.34,240,114,8.72257416,28.3,61,145.6876834
REPLICATED TRIAL,2019,UIUC2019,19,29,19029,4,N3,WMINUS,PHHB9*PHZ51,UIUC4,63,10-Jun,10/19/2019,1.84,1.9,104.17,95.75,290,127,11.26268936,29.6,58.3,184.7029264
REPLICATED TRIAL,2019,UIUC2019,19,33,19033,4,N3,WMINUS,PHP38*Q381,UIUC6,63,10-Jun,10/19/2019,1.89,1.92,75.28,99.5,237,109,9.39389032,24.5,59.6,165.2157507
REPLICATED TRIAL,2019,UIUC2019,19,37,19037,4,N3,WMINUS,17.461,ORG1,57,10-Jun,10/19/2019,1.92,1.95,98.42,110.67,238,119,8.16012008,24.1,56,144.2770776
REPLICATED TRIAL,2019,UIUC2019,19,41,19041,4,N3,WMINUS,PHHB9*PHM49,UIUC1,68,10-Jun,10/19/2019,1.88,1.93,85.48,110.25,234,111,11.82060752,37.1,56.6,173.2006248
REPLICATED TRIAL,2019,UIUC2019,22,5,22005,4,N1,WMINUS,PHHB9*PHM49,UIUC1,56,10-Jun,10/19/2019,1.9,1.94,80.48,109.08,216,116,6.72676936,37.8,53.8,97.46662622
REPLICATED TRIAL,2019,UIUC2019,22,9,22009,4,N1,WMINUS,PHW52*LH185,UIUC7,51,10-Jun,10/19/2019,1.95,1.96,97.71,73.34,213,95,6.34575208,25.6,54.1,109.9803374
REPLICATED TRIAL,2019,UIUC2019,22,13,22013,4,N1,WMINUS,PHP38*Q381,UIUC6,61,10-Jun,10/19/2019,1.94,1.96,82.86,82.25,200,95,3.76027768,23.8,55.7,66.74733025
REPLICATED TRIAL,2019,UIUC2019,22,17,22017,4,N1,WMINUS,59R5,CHECK,60,10-Jun,10/19/2019,1.95,1.97,93.51,79.84,232,102,5.44763992,25.3,57,94.79556226
REPLICATED TRIAL,2019,UIUC2019,22,21,22021,4,N1,WMINUS,17.461,ORG1,59,10-Jun,10/19/2019,1.96,1.98,112.44,77.75,213,96,3.24771872,24.8,51.7,56.89253175
REPLICATED TRIAL,2019,UIUC2019,22,25,22025,4,N1,WMINUS,PHHB9*PHW30,UIUC3,61,10-Jun,10/19/2019,1.92,1.94,89.01,93.5,235,113,6.0554532,28.7,60.3,100.5761931
REPLICATED TRIAL,2019,UIUC2019,22,29,22029,4,N1,WMINUS,PHHB9*PHZ51,UIUC4,61,10-Jun,10/19/2019,1.89,1.93,78.31,89.42,235,101,6.12802792,30.6,55,99.069328
REPLICATED TRIAL,2019,UIUC2019,22,33,22033,4,N1,WMINUS,17.2B24,ORG4,58,10-Jun,10/19/2019,1.92,1.95,71.85,94.58,191,100,4.45427344,31.1,46.9,71.4916149
REPLICATED TRIAL,2019,UIUC2019,22,37,22037,4,N1,WMINUS,PHW52*Q381,UIUC8,65,10-Jun,10/19/2019,1.92,1.95,72.72,95.5,223,92,6.92181392,25.7,59.2,119.8030142
REPLICATED TRIAL,2019,UIUC2019,22,41,22041,4,N1,WMINUS,PHHB9*PHR63,UIUC2,61,10-Jun,10/19/2019,1.95,1.96,72.6,90.59,211,89,7.70199216,35,57.4,116.6206453
REPLICATED TRIAL,2019,UIUC2019,24,5,24005,4,N2,WMINUS,PHHB9*PHW30,UIUC3,46,10-Jun,10/19/2019,1.83,1.9,91.04,107,251,113,7.57045048,25.8,60,130.8532879
REPLICATED TRIAL,2019,UIUC2019,24,9,24009,4,N2,WMINUS,59R5,CHECK,62,10-Jun,10/19/2019,1.9,1.95,91.78,94.5,252,123,7.27107976,24.8,59.9,127.3725257
REPLICATED TRIAL,2019,UIUC2019,24,13,24013,4,N2,WMINUS,PHHB9*PHM49,UIUC1,63,10-Jun,10/19/2019,1.9,1.94,85.47,100,230,117,6.06906096,29.5,62.5,99.67118647
REPLICATED TRIAL,2019,UIUC2019,24,17,24017,4,N2,WMINUS,17.2B24,ORG4,55,10-Jun,10/19/2019,1.87,1.93,93.47,110.67,220,108,7.02614008,27.9,50.4,118.0078995
REPLICATED TRIAL,2019,UIUC2019,24,21,24021,4,N2,WMINUS,PHW52*LH185,UIUC7,56,10-Jun,10/19/2019,1.89,1.93,93.7,87.25,227,115,4.75364416,31.1,53.2,76.29655032
REPLICATED TRIAL,2019,UIUC2019,24,25,24025,4,N2,WMINUS,17.461,ORG1,46,10-Jun,10/19/2019,1.92,1.95,89.27,93.67,219,115,5.0121916,24.6,52.3,88.03553778
REPLICATED TRIAL,2019,UIUC2019,24,29,24029,4,N2,WMINUS,PHP38*Q381,UIUC6,58,10-Jun,10/19/2019,1.91,1.95,87.84,90.75,230,100,5.26620312,23.5,57.6,93.84649401
REPLICATED TRIAL,2019,UIUC2019,24,33,24033,4,N2,WMINUS,PHHB9*PHR63,UIUC2,47,10-Jun,10/19/2019,1.92,1.95,80.58,94.92,221,120,7.83353384,30.3,57.2,127.1889884
REPLICATED TRIAL,2019,UIUC2019,24,37,24037,4,N2,WMINUS,PHW52*Q381,UIUC8,65,10-Jun,10/19/2019,1.89,1.94,94.28,101.09,230,114,7.86528528,25.4,58.8,136.6823126
REPLICATED TRIAL,2019,UIUC2019,24,41,24041,4,N2,WMINUS,PHHB9*PHZ51,UIUC4,65,10-Jun,10/19/2019,1.88,1.93,85.46,90.92,259,131,8.83143624,25.1,57,154.0891881
REPLICATED TRIAL,2019,UIUC2019,2,5,2005,1,N2,WPLUS,PHP38*Q381,UIUC6,30,10-Jun,10/19/2019,1.76,1.9,102.27,152,245,123,8.13290456,25.1,58,141.9013427
REPLICATED TRIAL,2019,UIUC2019,2,9,2009,1,N2,WPLUS,PHHB9*PHW30,UIUC3,64,10-Jun,10/19/2019,1.88,1.94,104.12,109.25,291,146,7.61580968,23.1,57.9,136.4273469
REPLICATED TRIAL,2019,UIUC2019,2,13,2013,1,N2,WPLUS,17.461,ORG1,64,10-Jun,10/19/2019,1.93,1.96,98.3,101,265,145,6.58161992,22.3,51.6,119.1277197
REPLICATED TRIAL,2019,UIUC2019,2,17,2017,1,N2,WPLUS,PHW52*LH185,UIUC7,63,10-Jun,10/19/2019,1.87,1.95,105.72,111.25,266,127,5.18002064,28.3,58.5,86.51863465
REPLICATED TRIAL,2019,UIUC2019,2,21,2021,1,N2,WPLUS,59R5,CHECK,62,10-Jun,10/19/2019,1.83,1.92,97.27,111.92,300,140,8.40505976,23.1,60.7,150.5657379
REPLICATED TRIAL,2019,UIUC2019,2,25,2025,1,N2,WPLUS,PHW52*Q381,UIUC8,61,10-Jun,10/19/2019,1.84,1.91,90.2,117.25,268,133,7.37994184,25.5,61,128.076138
REPLICATED TRIAL,2019,UIUC2019,2,29,2029,1,N2,WPLUS,PHHB9*PHR63,UIUC2,63,10-Jun,10/19/2019,1.88,1.94,101.47,104.59,277,139,9.5707912,32.5,60.7,150.4910339
REPLICATED TRIAL,2019,UIUC2019,2,33,2033,1,N2,WPLUS,PHHB9*PHZ51,UIUC4,61,10-Jun,10/19/2019,1.86,1.94,108.38,103.34,302,139,9.31224376,24.2,57.9,164.4305663
REPLICATED TRIAL,2019,UIUC2019,2,37,2037,1,N2,WPLUS,17.2B24,ORG4,65,10-Jun,10/19/2019,1.93,1.96,86.56,100.58,240,127,9.24874088,29.3,48.8,152.3214402
REPLICATED TRIAL,2019,UIUC2019,2,41,2041,1,N2,WPLUS,PHHB9*PHM49,UIUC1,63,10-Jun,10/19/2019,1.88,1.94,81.96,108.17,269,132,9.75676392,31.3,61.6,156.1426497
REPLICATED TRIAL,2019,UIUC2019,3,5,3005,1,N1,WPLUS,PHHB9*PHR63,UIUC2,49,10-Jun,10/19/2019,1.87,1.94,100.27,117.84,265,132,8.73618192,30.4,58.1,141.6413052
REPLICATED TRIAL,2019,UIUC2019,3,9,3009,1,N1,WPLUS,PHP38*Q381,UIUC6,62,10-Jun,10/19/2019,1.93,1.95,79.12,105.5,251,129,5.54289424,23.8,58.6,98.38991262
REPLICATED TRIAL,2019,UIUC2019,3,13,3013,1,N1,WPLUS,PHHB9*PHW30,UIUC3,63,10-Jun,10/19/2019,1.89,1.95,94.98,120.25,290,148,7.67477664,23.4,58.3,136.9473163
REPLICATED TRIAL,2019,UIUC2019,3,17,3017,1,N1,WPLUS,59R5,CHECK,60,10-Jun,10/19/2019,1.88,1.94,94.88,112.58,296,135,6.59522768,23.9,60.2,116.9158687
REPLICATED TRIAL,2019,UIUC2019,3,21,3021,1,N1,WPLUS,PHHB9*PHZ51,UIUC4,66,10-Jun,10/19/2019,1.89,1.93,85.84,102.58,298,140,8.35970056,24.8,54.8,146.4426481
REPLICATED TRIAL,2019,UIUC2019,3,25,3025,1,N1,WPLUS,PHHB9*PHM49,UIUC1,63,10-Jun,10/19/2019,1.88,1.93,90.01,105.42,249,120,7.83353384,35.5,57.3,117.6999965
REPLICATED TRIAL,2019,UIUC2019,3,29,3029,1,N1,WPLUS,17.2B24,ORG4,59,10-Jun,10/19/2019,1.93,1.95,80.49,106.84,242,130,8.46402672,31.6,50.4,134.8627896
REPLICATED TRIAL,2019,UIUC2019,3,33,3033,1,N1,WPLUS,PHW52*LH185,UIUC7,64,10-Jun,10/19/2019,1.87,1.93,96.79,110.5,290,148,6.52265296,30.2,56.6,106.0568457
REPLICATED TRIAL,2019,UIUC2019,3,37,3037,1,N1,WPLUS,PHW52*Q381,UIUC8,65,10-Jun,10/19/2019,1.88,1.93,103.73,113,243,117,6.7131616,24.8,58.6,117.599088
