EXP,Year,Loc,Range,Row,Plot,REP,Nitro,Weed,HYB,Code,TRT,STC,PDT,HDT,MFL,FFL,DTA,DTS,FDT,FDS,RTA,RLA,SDI,PHT,EHT,SDL,SDS,GWT,MST,TWT,YIELD,PROT,OIL,STR
REPLICATED TRIAL,2018,Macomb,1,9,11203,1,N2,WMINUS,PHHB9*PHW30,UIUC3,MacombN2WMINUSUIUC3,25,6/7/2018,11/20/2018,NA,NA,NA,NA,1.896666667,1.719166667,79.37333333,0.634166667,107.0833333,250,94,24.896,21.942,6.45915008,20,54.3,124.1404862,9.9,3.8,70.8
REPLICATED TRIAL,2018,Macomb,2,9,12203,1,N2,WPLUS,PHHB9*PHW30,UIUC3,MacombN2WPLUSUIUC3,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.836666667,1.68,91.905,2.679166667,122.8333333,251,95,23.82,20.966,7.02160416,18.7,56.5,131.8033199,8.4,3.7,71.5
REPLICATED TRIAL,2018,Macomb,3,37,12103,1,N1,WPLUS,PHHB9*PHW30,UIUC3,MacombN1WPLUSUIUC3,31,6/7/2018,11/21/2018,NA,NA,NA,NA,1.885,1.715,89.76125,0.17875,111,230,88,22.218,19.358,6.22781816,17,57.7,116.8654436,7.3,3.4,72.9
REPLICATED TRIAL,2018,Macomb,4,37,11103,1,N1,WMINUS,PHHB9*PHW30,UIUC3,MacombN1WMINUSUIUC3,26,6/7/2018,11/21/2018,NA,NA,NA,NA,1.88,1.741666667,76.9875,0.246666667,118.3333333,235,92,22.402,19.888,6.15070752,17.3,57,116.4135783,7.3,3.7,72.6
REPLICATED TRIAL,2018,Macomb,5,13,11303,1,N3,WMINUS,PHHB9*PHW30,UIUC3,MacombN3WMINUSUIUC3,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.89,1.758333333,85.84416667,1.638333333,116.8333333,245,90,22.658,20.506,7.46612432,18,53,150.6888467,8.2,3.7,71.7
REPLICATED TRIAL,2018,Macomb,6,13,12303,1,N3,WPLUS,PHHB9*PHW30,UIUC3,MacombN3WPLUSUIUC3,28,6/7/2018,11/20/2018,NA,NA,NA,NA,1.87,1.704166667,79.13083333,1.475,113.6666667,246,88,22.708,20.54,8.06032984,19,55.4,153.7361417,8.7,3.5,71.8
REPLICATED TRIAL,2018,Macomb,7,21,21103,2,N1,WMINUS,PHHB9*PHW30,UIUC3,MacombN1WMINUSUIUC3,25,6/7/2018,11/20/2018,NA,NA,NA,NA,1.873333333,1.7475,75.37916667,0.355833333,110.6666667,245,93,23.138,20.88,8.67721496,19.2,57.7,158.5126086,8.2,3.7,72
REPLICATED TRIAL,2018,Macomb,8,21,22103,2,N1,WPLUS,PHHB9*PHW30,UIUC3,MacombN1WPLUSUIUC3,17,6/7/2018,11/20/2018,NA,NA,NA,NA,1.876666667,1.744166667,90.42583333,1.6775,105.8333333,239,85,22.562,20.598,7.54777088,19.3,58,136.9973475,7.9,3.7,72.2
REPLICATED TRIAL,2018,Macomb,9,13,22303,2,N3,WPLUS,PHHB9*PHW30,UIUC3,MacombN3WPLUSUIUC3,32,6/7/2018,11/20/2018,NA,NA,NA,NA,1.88,1.698333333,86.335,1.101666667,112.25,263,110,20.566,18.134,7.19850504,19,58.6,129.8008765,8.3,3.5,72.1
REPLICATED TRIAL,2018,Macomb,10,13,21303,2,N3,WMINUS,PHHB9*PHW30,UIUC3,MacombN3WMINUSUIUC3,15,6/7/2018,11/20/2018,NA,NA,NA,NA,1.85,1.7125,97.33166667,2.995,129,255,102,21.308,19.522,8.2326948,19.5,52.3,165.3042868,9.2,3.8,71
REPLICATED TRIAL,2018,Macomb,11,21,22203,2,N2,WPLUS,PHHB9*PHW30,UIUC3,MacombN2WPLUSUIUC3,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.886666667,1.708333333,84.11583333,-1.614166667,116.1666667,245,98,22.604,20.04,8.44134712,19.7,58.1,152.1945432,8.3,3.8,71.7
REPLICATED TRIAL,2018,Macomb,12,21,21203,2,N2,WMINUS,PHHB9*PHW30,UIUC3,MacombN2WMINUSUIUC3,30,6/7/2018,11/20/2018,NA,NA,NA,NA,1.866666667,1.7175,103.9766667,2.725833333,126.9166667,253,104,20.728,18.64,7.72013584,19.4,59.5,136.4240465,8.2,3.8,71.8
REPLICATED TRIAL,2018,Macomb,13,37,32203,3,N2,WPLUS,PHHB9*PHW30,UIUC3,MacombN2WPLUSUIUC3,25,6/7/2018,11/21/2018,NA,NA,NA,NA,1.863333333,1.709166667,89.11083333,1.43,116.5833333,239,99,21.428,19.04,7.81539016,19.5,58.2,141.0169991,8,3.6,72.2
REPLICATED TRIAL,2018,Macomb,14,37,31203,3,N2,WMINUS,PHHB9*PHW30,UIUC3,MacombN2WMINUSUIUC3,27,6/7/2018,11/21/2018,NA,NA,NA,NA,1.843333333,1.684166667,83.55416667,1.676666667,140.4166667,244,94,22.782,19.876,6.85831104,18.6,58,125.5629463,8.7,3.8,71.4
REPLICATED TRIAL,2018,Macomb,15,21,31103,3,N1,WMINUS,PHHB9*PHW30,UIUC3,MacombN1WMINUSUIUC3,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.896666667,1.694166667,87.42416667,-0.484166667,109.8333333,236,79,22.224,19.678,7.19850504,18.8,60.5,126.0349161,7.6,3.7,72.4
REPLICATED TRIAL,2018,Macomb,16,21,32103,3,N1,WPLUS,PHHB9*PHW30,UIUC3,MacombN1WPLUSUIUC3,31,6/7/2018,11/20/2018,NA,NA,NA,NA,1.86,1.72,86.83,1.076666667,119.75,245,99,22.816,19.88,8.25991032,19.1,57.7,151.0761642,7.6,3.7,72.4
REPLICATED TRIAL,2018,Macomb,17,5,31303,3,N3,WMINUS,PHHB9*PHW30,UIUC3,MacombN3WMINUSUIUC3,25,6/7/2018,11/20/2018,NA,NA,NA,NA,1.893333333,1.715,69.57666667,-1.456666667,86.91666667,237,112,15.572,13.682,6.26864144,19.4,57,115.6329285,10.3,3.7,70.2
REPLICATED TRIAL,2018,Macomb,18,5,32303,3,N3,WPLUS,PHHB9*PHW30,UIUC3,MacombN3WPLUSUIUC3,6,6/7/2018,11/20/2018,NA,NA,NA,NA,1.92,1.7075,69.87083333,-0.806666667,67.41666667,240,122,17.168,15.424,6.68141016,19.5,55.5,126.420918,9.6,3.9,70.8
REPLICATED TRIAL,2018,Macomb,19,9,42203,4,N2,WPLUS,PHHB9*PHW30,UIUC3,MacombN2WPLUSUIUC3,31,6/7/2018,11/20/2018,NA,NA,NA,NA,1.816666667,1.643333333,95.80333333,4.369166667,121,237,78,25.264,22.544,7.91064448,18.4,58,145.1850643,8.7,3.6,71.6
REPLICATED TRIAL,2018,Macomb,20,9,41203,4,N2,WMINUS,PHHB9*PHW30,UIUC3,MacombN2WMINUSUIUC3,27,6/7/2018,11/20/2018,NA,NA,NA,NA,1.85,1.695,70.69416667,0.8675,115.25,233,105,22.806,20.472,4.99858384,18.8,55.5,95.40210033,9.1,4,71
REPLICATED TRIAL,2018,Macomb,21,13,41303,4,N3,WMINUS,PHHB9*PHW30,UIUC3,MacombN3WMINUSUIUC3,28,6/7/2018,11/20/2018,NA,NA,NA,NA,1.85,1.726666667,95.97916667,3.65,117.75,242,96,24.792,21.64,9.19884576,17.7,52.2,189.1954023,8.8,3.8,71.4
REPLICATED TRIAL,2018,Macomb,22,13,42303,4,N3,WPLUS,PHHB9*PHW30,UIUC3,MacombN3WPLUSUIUC3,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.84,1.696666667,84.63833333,3.048333333,122.8333333,250,89,20.092,17.086,7.5523068,18.9,54,147.9635108,9.1,3.7,71.3
REPLICATED TRIAL,2018,Macomb,23,41,41103,4,N1,WMINUS,PHHB9*PHW30,UIUC3,MacombN1WMINUSUIUC3,35,6/7/2018,11/21/2018,NA,NA,NA,NA,1.866666667,1.718333333,80.36916667,0.110833333,107.9166667,227,72,20.978,18.822,5.3750652,18,56,102.6732883,7.5,3.8,72.5
REPLICATED TRIAL,2018,Macomb,24,41,42103,4,N1,WPLUS,PHHB9*PHW30,UIUC3,MacombN1WPLUSUIUC3,28,6/7/2018,11/21/2018,NA,NA,NA,NA,1.906666667,1.745833333,90.81666667,0.218333333,102.3333333,214,78,20.668,18.74,4.71282088,18.6,57.1,87.64298076,7.8,3.7,72.2
REPLICATED TRIAL,2019,UIUC2019,1,9,1009,1,N2,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N2WMINUSUIUC3,66,10-Jun,10/19/2019,3-Aug,5-Aug,54,56,1.85,1.93,111.31,NA,107.92,265,120,25.1,22.46,7.0533556,22.6,59,127.1732446,7.3,3.5,73.2
REPLICATED TRIAL,2019,UIUC2019,4,13,4013,1,N1,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N1WMINUSUIUC3,69,10-Jun,10/19/2019,6-Aug,7-Aug,57,58,1.85,1.93,100.77,NA,114.34,297,146,25.08,23.98,10.1831404,26,56.5,175.5385322,7,3.2,73.8
REPLICATED TRIAL,2019,UIUC2019,5,33,5033,1,N3,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N3WMINUSUIUC3,65,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.86,1.93,104.92,NA,111.92,293,148,26.04,24.64,11.96575696,28.5,58.5,199.299051,8.3,3.3,72.8
REPLICATED TRIAL,2019,UIUC2019,7,37,7037,2,N2,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N2WMINUSUIUC3,69,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.88,1.93,90.95,NA,108.5,283,140,26.12,24.76,11.48041352,27,58.8,195.2267852,8.1,3.6,72.7
REPLICATED TRIAL,2019,UIUC2019,9,13,9013,2,N3,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N3WMINUSUIUC3,63,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.81,1.92,103.77,NA,117.09,276,135,24.34,22.7,11.23547384,28.3,57.5,187.6590701,7.9,3.2,73.2
REPLICATED TRIAL,2019,UIUC2019,12,17,12017,2,N1,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N1WMINUSUIUC3,69,10-Jun,10/19/2019,4-Aug,6-Aug,55,57,1.93,1.96,90.92,NA,95,271,130,23.22,22.1,8.0285784,24.2,60.2,141.7642973,7.4,3.4,73.5
REPLICATED TRIAL,2019,UIUC2019,13,25,13025,3,N3,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N3WMINUSUIUC3,75,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.9,1.94,102.17,NA,113.84,287,132,24.49,22.49,13.04984184,29,60.2,215.8353661,9.2,4.8,69.6
REPLICATED TRIAL,2019,UIUC2019,15,17,15017,3,N1,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N1WMINUSUIUC3,65,10-Jun,10/19/2019,6-Aug,7-Aug,57,58,1.87,1.94,94.74,NA,97.84,286,145,23.04,21.22,8.12383272,24.2,59.1,143.4462466,8.1,3.1,73.3
REPLICATED TRIAL,2019,UIUC2019,18,9,18009,3,N2,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N2WMINUSUIUC3,64,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.84,1.92,97.74,NA,109.17,280,122,23.32,22.42,9.28956416,25.5,60.5,161.2169211,10.1,4.1,70.3
REPLICATED TRIAL,2019,UIUC2019,19,9,19009,4,N3,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N3WMINUSUIUC3,62,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.86,1.94,108.6,NA,107.83,285,125,24.12,23.35,10.5913732,25.2,58.3,184.5495032,9.4,3.8,71.4
REPLICATED TRIAL,2019,UIUC2019,22,25,22025,4,N1,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N1WMINUSUIUC3,61,10-Jun,10/19/2019,10-Aug,11-Aug,61,62,1.92,1.94,89.01,NA,93.5,235,113,20.04,18.05,6.0554532,28.7,60.3,100.5761931,9.1,3.4,72.1
REPLICATED TRIAL,2019,UIUC2019,24,5,24005,4,N2,WMINUS,PHHB9*PHW30,UIUC3,UIUC2019N2WMINUSUIUC3,46,10-Jun,10/19/2019,6-Aug,7-Aug,57,58,1.83,1.9,91.04,NA,107,251,113,24.52,22.54,7.57045048,25.8,60,130.8532879,8.1,4.3,71.1
REPLICATED TRIAL,2019,UIUC2019,2,9,2009,1,N2,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N2WPLUSUIUC3,64,10-Jun,10/19/2019,3-Aug,5-Aug,54,56,1.88,1.94,104.12,NA,109.25,291,146,23.74,21.54,7.61580968,23.1,57.9,136.4273469,7.4,3.3,73.5
REPLICATED TRIAL,2019,UIUC2019,3,13,3013,1,N1,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N1WPLUSUIUC3,63,10-Jun,10/19/2019,6-Aug,7-Aug,57,58,1.89,1.95,94.98,NA,120.25,290,148,25.3,23.38,7.67477664,23.4,58.3,136.9473163,7.6,3.4,73
REPLICATED TRIAL,2019,UIUC2019,6,33,6033,1,N3,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N3WPLUSUIUC3,66,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.89,1.95,118.09,NA,106.92,287,135,25.74,23.6,10.97239048,28.4,57.4,183.0093541,7.7,3.3,73.4
REPLICATED TRIAL,2019,UIUC2019,8,37,8037,2,N2,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N2WPLUSUIUC3,66,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.89,1.94,104.58,NA,113.67,283,137,23.76,22.12,11.12661176,29.9,59.9,181.6937397,9,3.5,72
REPLICATED TRIAL,2019,UIUC2019,10,13,10013,2,N3,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N3WPLUSUIUC3,69,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.9,1.95,91.83,NA,96.25,291,129,22.68,21.2,8.72257416,28.9,56.3,144.4685396,9.2,3.4,71.8
REPLICATED TRIAL,2019,UIUC2019,11,17,11017,2,N1,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N1WPLUSUIUC3,62,10-Jun,10/19/2019,4-Aug,5-Aug,55,56,1.93,1.97,104.9,NA,82.67,262,129,22.68,21.1,6.60429952,25.8,59,114.1536173,7.9,3.2,73.2
REPLICATED TRIAL,2019,UIUC2019,14,25,14025,3,N3,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N3WPLUSUIUC3,72,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.9,1.95,89.78,NA,110.17,291,147,24,22.45,11.04042928,25.9,58.1,190.5737937,9.6,4.5,69.5
REPLICATED TRIAL,2019,UIUC2019,16,17,16017,3,N1,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N1WPLUSUIUC3,68,10-Jun,10/19/2019,6-Aug,7-Aug,57,58,1.9,1.94,93.77,NA,97.59,268,130,21.79,20.61,6.92181392,26.4,59.5,118.6743183,8.9,3.2,72.5
REPLICATED TRIAL,2019,UIUC2019,17,9,17009,3,N2,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N2WPLUSUIUC3,66,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.88,1.93,76.62,NA,111.34,277,133,21.38,20.38,9.05369632,26.4,56.9,155.2253862,8.5,3.6,72.2
REPLICATED TRIAL,2019,UIUC2019,20,9,20009,4,N3,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N3WPLUSUIUC3,66,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.84,1.92,97.62,NA,115.08,279,135,24.9,23.27,8.8677236,24.8,58.3,155.3420385,9,3.7,71.7
REPLICATED TRIAL,2019,UIUC2019,21,25,21025,4,N1,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N1WPLUSUIUC3,66,10-Jun,10/19/2019,10-Aug,11-Aug,61,62,1.91,1.95,93.31,NA,86,240,113,18.25,16.84,7.03974784,31.1,55.9,112.9887845,8.2,3.3,72.7
REPLICATED TRIAL,2019,UIUC2019,23,5,23005,4,N2,WPLUS,PHHB9*PHW30,UIUC3,UIUC2019N2WPLUSUIUC3,62,10-Jun,10/19/2019,6-Aug,8-Aug,57,59,1.93,1.97,94.55,NA,80.17,260,132,23.33,20.83,7.17582544,29,55.9,118.683194,8.7,4.1,70.7
REPLICATED TRIAL,2018,Pana,3,37,11304,1,N1,WPLUS,PHHB9*PHZ51,UIUC4,PanaN1WPLUSUIUC4,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.84,1.685833333,84.25166667,4.0675,110,255,105,23.048,21.7475,9.90191336,15.6,60,181.7013807,8.8,3.8,71.1
REPLICATED TRIAL,2018,Pana,4,37,12304,1,N1,WMINUS,PHHB9*PHZ51,UIUC4,PanaN1WMINUSUIUC4,22,5/25/2018,10/15/2018,NA,NA,NA,NA,1.846666667,1.660833333,95.74666667,2.765833333,101.3333333,245,95,23.028,21.568,8.80875664,14.8,59.9,163.4463751,7.9,3.7,71.9
REPLICATED TRIAL,2018,Pana,1,33,12104,1,N2,WPLUS,PHHB9*PHZ51,UIUC4,PanaN2WPLUSUIUC4,21,5/25/2018,10/15/2018,NA,NA,NA,NA,1.81,1.711666667,103.4016667,4.483333333,126.3333333,270,130,25.55,23.82,8.0058988,16.3,59.1,147.9094705,8,3.3,72.4
REPLICATED TRIAL,2018,Pana,2,33,11104,1,N2,WMINUS,PHHB9*PHZ51,UIUC4,PanaN2WMINUSUIUC4,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.853333333,1.736666667,87.86666667,3.325833333,115.25,280,124,25.752,24.084,10.26478696,16.3,61.9,181.0642284,8.8,3.3,71.8
REPLICATED TRIAL,2018,Pana,5,41,12204,1,N3,WPLUS,PHHB9*PHZ51,UIUC4,PanaN3WPLUSUIUC4,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.813333333,1.716666667,81.70166667,4.44,137.1666667,270,132,24.616,22.388,10.0470628,15.2,58.2,190.9676895,8.5,3.3,71.9
REPLICATED TRIAL,2018,Pana,6,41,11204,1,N3,WMINUS,PHHB9*PHZ51,UIUC4,PanaN3WMINUSUIUC4,19,5/25/2018,10/15/2018,NA,NA,NA,NA,1.753333333,1.710833333,112.4108333,5.174166667,149.6666667,252,127,24.822,23.046,7.87889304,14.8,59.9,146.192767,8.6,3.6,71.7
REPLICATED TRIAL,2018,Pana,11,17,22304,2,N1,WPLUS,PHHB9*PHZ51,UIUC4,PanaN1WPLUSUIUC4,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.883333333,1.723333333,78.33583333,1.011666667,109.1666667,252,100,22.178,20.46,7.75188728,14.8,57.6,149.5796351,7.3,3.4,72.9
REPLICATED TRIAL,2018,Pana,12,17,21304,2,N1,WMINUS,PHHB9*PHZ51,UIUC4,PanaN1WMINUSUIUC4,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.893333333,1.724166667,81.97583333,1.58,96.08333333,250,104,21.186,19.584,7.15314584,15,58.3,136.0490018,7.5,3.6,72.3
REPLICATED TRIAL,2018,Pana,7,37,22104,2,N2,WPLUS,PHHB9*PHZ51,UIUC4,PanaN2WPLUSUIUC4,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.833333333,1.716666667,113.9791667,5.543333333,138.1666667,255,95,22.144,20.794,8.4594908,15.2,59.1,158.3435958,8.8,3.6,71.6
REPLICATED TRIAL,2018,Pana,8,37,21104,2,N2,WMINUS,PHHB9*PHZ51,UIUC4,PanaN2WMINUSUIUC4,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.853333333,1.7275,95.41916667,2.418333333,107.0833333,257,138,24.082,22.202,8.92215464,15,59.2,167.1147849,8,3.3,72.4
REPLICATED TRIAL,2018,Pana,9,33,22204,2,N3,WPLUS,PHHB9*PHZ51,UIUC4,PanaN3WPLUSUIUC4,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.906666667,1.763333333,69.55583333,-0.295,105.0833333,252,105,23.498,22.192,8.67267904,15.6,57.4,166.3534214,8.1,3.4,72.1
REPLICATED TRIAL,2018,Pana,10,33,21204,2,N3,WMINUS,PHHB9*PHZ51,UIUC4,PanaN3WMINUSUIUC4,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.873333333,1.75,74.28416667,1.759166667,110.0833333,245,100,21.768,20.25,8.164656,16.9,59.9,147.7610613,8.5,3.4,72
REPLICATED TRIAL,2018,Pana,13,33,31304,3,N1,WMINUS,PHHB9*PHZ51,UIUC4,PanaN1WMINUSUIUC4,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.886666667,1.74,90.4825,2.119166667,93.66666667,250,100,21.392,19.936,9.07637592,14.9,59.5,169.345234,7.9,3.5,72.3
REPLICATED TRIAL,2018,Pana,14,33,32304,3,N1,WPLUS,PHHB9*PHZ51,UIUC4,PanaN1WPLUSUIUC4,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.89,1.716666667,85.94416667,0.7675,110.9166667,265,104,20.822,19.588,8.28258992,16.5,59.2,152.397849,8.2,3.6,72
REPLICATED TRIAL,2018,Pana,17,9,31104,3,N2,WMINUS,PHHB9*PHZ51,UIUC4,PanaN2WMINUSUIUC4,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.84,1.705,95.92625,2.23875,129.75,262,120,23.85,22.088,8.60464024,15.6,60.7,156.0753731,8.6,3.6,71.6
REPLICATED TRIAL,2018,Pana,18,9,32104,3,N2,WPLUS,PHHB9*PHZ51,UIUC4,PanaN2WPLUSUIUC4,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.83,1.7125,103.7541667,3.4875,113.8333333,250,133,23.452,21.61,8.75886152,15.5,62.6,154.2332268,8.8,3.6,71.4
REPLICATED TRIAL,2018,Pana,15,33,32204,3,N3,WPLUS,PHHB9*PHZ51,UIUC4,PanaN3WPLUSUIUC4,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.883333333,1.735833333,90.49916667,0.194166667,90.5,265,114,23.936,21.902,9.3439952,15,57.9,178.9455396,8.6,3.6,71.7
REPLICATED TRIAL,2018,Pana,16,33,31204,3,N3,WMINUS,PHHB9*PHZ51,UIUC4,PanaN3WMINUSUIUC4,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.833333333,1.684166667,94.15916667,2.011666667,129,270,123,24.5,21.666,9.07184,14.8,61.5,163.9486217,9.1,3.7,71.2
REPLICATED TRIAL,2018,Pana,23,41,41304,4,N1,WMINUS,PHHB9*PHZ51,UIUC4,PanaN1WMINUSUIUC4,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.833333333,1.689166667,78.18666667,3.015833333,119,265,105,25.334,22.986,10.32375392,15.3,59.2,192.6847113,7.5,3.3,72.5
REPLICATED TRIAL,2018,Pana,24,41,42304,4,N1,WPLUS,PHHB9*PHZ51,UIUC4,PanaN1WPLUSUIUC4,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.816666667,1.706666667,95.99166667,2.650833333,135,255,118,22.904,20.862,7.70199216,14.8,57.1,149.9182375,9,3.5,71.3
REPLICATED TRIAL,2018,Pana,19,13,42104,4,N2,WPLUS,PHHB9*PHZ51,UIUC4,PanaN2WPLUSUIUC4,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.893333333,1.724166667,73.86166667,0.228333333,130,260,105,23.308,21.172,8.19640744,15.4,61.1,148.0473373,7.9,3.6,72
REPLICATED TRIAL,2018,Pana,20,13,41104,4,N2,WMINUS,PHHB9*PHZ51,UIUC4,PanaN2WMINUSUIUC4,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.843333333,1.706666667,113.61,1.705,83.66666667,270,120,21.638,19.448,9.57986304,15.5,58.6,180.2047782,8.1,3.3,72.1
REPLICATED TRIAL,2018,Pana,21,29,41204,4,N3,WMINUS,PHHB9*PHZ51,UIUC4,PanaN3WMINUSUIUC4,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.803333333,1.694166667,97.79333333,2.235833333,119.5,266,110,24.132,22.114,9.40296216,15,60.3,172.9076511,8.3,3.3,72
REPLICATED TRIAL,2018,Pana,22,29,42204,4,N3,WPLUS,PHHB9*PHZ51,UIUC4,PanaN3WPLUSUIUC4,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.86,1.7075,87.415,2.093333333,120.75,285,141,24.082,21.514,9.67058144,15.3,59.2,180.493763,8.7,3.6,71.5
REPLICATED TRIAL,2018,Macomb,1,5,11204,1,N2,WMINUS,PHHB9*PHZ51,UIUC4,MacombN2WMINUSUIUC4,14,6/7/2018,11/20/2018,NA,NA,NA,NA,1.866666667,1.7125,72.1575,0.1225,108.0833333,243,95,24.138,21.87,5.99648624,17.5,58,111.2681085,8.6,3.6,71.8
REPLICATED TRIAL,2018,Macomb,2,5,12204,1,N2,WPLUS,PHHB9*PHZ51,UIUC4,MacombN2WPLUSUIUC4,10,6/7/2018,11/20/2018,NA,NA,NA,NA,1.923333333,1.7025,74.60583333,-0.745,76.66666667,258,125,14.654,13.988,5.37052928,17.4,56,103.3372781,8.9,3.5,71.6
REPLICATED TRIAL,2018,Macomb,3,9,12104,1,N1,WPLUS,PHHB9*PHZ51,UIUC4,MacombN1WPLUSUIUC4,26,6/7/2018,11/20/2018,NA,NA,NA,NA,1.856666667,1.7225,70.89916667,2.4525,100.1666667,252,85,24.1,22.052,8.04218616,18.1,57.4,149.6904315,8.7,3.8,71.6
REPLICATED TRIAL,2018,Macomb,4,9,11104,1,N1,WMINUS,PHHB9*PHZ51,UIUC4,MacombN1WMINUSUIUC4,24,6/7/2018,11/20/2018,NA,NA,NA,NA,1.88,1.708333333,88.33833333,1.539166667,138.4166667,258,90,23.214,21.094,6.8492392,17.4,55.7,132.499761,9.2,3.7,71.3
REPLICATED TRIAL,2018,Macomb,5,37,11304,1,N3,WMINUS,PHHB9*PHZ51,UIUC4,MacombN3WMINUSUIUC4,25,6/7/2018,11/21/2018,NA,NA,NA,NA,1.87,1.745,98.21125,2.44,130.25,247,96,22.502,20.786,6.5317248,17,56.5,125.1714929,8,3.8,72.3
REPLICATED TRIAL,2018,Macomb,6,37,12304,1,N3,WPLUS,PHHB9*PHZ51,UIUC4,MacombN3WPLUSUIUC4,27,6/7/2018,11/21/2018,NA,NA,NA,NA,1.846666667,1.689166667,91.73916667,1.109166667,114.6666667,250,95,23.508,21.692,7.5296272,16.9,57.7,141.464215,8.8,3.5,71.8
REPLICATED TRIAL,2018,Macomb,7,25,21104,2,N1,WMINUS,PHHB9*PHZ51,UIUC4,MacombN1WMINUSUIUC4,28,6/7/2018,11/20/2018,NA,NA,NA,NA,1.883333333,1.735833333,83.71833333,-1.215,107.3333333,257,92,21.37,19.682,6.51811704,17.8,56.2,124.3671166,8.1,3.7,72.1
REPLICATED TRIAL,2018,Macomb,8,25,22104,2,N1,WPLUS,PHHB9*PHZ51,UIUC4,MacombN1WPLUSUIUC4,28,6/7/2018,11/20/2018,NA,NA,NA,NA,1.923333333,1.74,102.0725,-1.81,110.6666667,252,90,22.98,21.15,6.43193456,18,56.6,121.5589521,7.9,3.6,72.4
REPLICATED TRIAL,2018,Macomb,9,25,22304,2,N3,WPLUS,PHHB9*PHZ51,UIUC4,MacombN3WPLUSUIUC4,22,6/7/2018,11/20/2018,NA,NA,NA,NA,1.876666667,1.6975,79.22083333,1.1825,140.6666667,274,94,22.844,20.516,7.86074936,18.7,54.3,153.5332963,9,3.7,71.5
REPLICATED TRIAL,2018,Macomb,10,25,21304,2,N3,WMINUS,PHHB9*PHZ51,UIUC4,MacombN3WMINUSUIUC4,2,6/7/2018,11/20/2018,NA,NA,NA,NA,1.886666667,1.715,96.5,1.831666667,132.3333333,254,92,24.808,22.582,7.83353384,18.4,55.3,150.789347,8.3,3.8,72
